post_content,trend,Likes,Shares,Comments
modis policies space terrorists kashmir rahul,Highly Trending,595,6,447
yeh modi lehar nahi evm lehar hai aap mcd polls results,Highly Trending,960,154,472
recite hanuman chalisa rid monkeys cm adityanath,Low Trending,843,170,20
new zealand council proposes banning cats save wildlife,Low Trending,974,50,21
cyclone ockhi wont called national disaster,Low Trending,945,80,233
dhawan scapegoat sunil gavaskar,Low Trending,971,178,64
messi lasted secs field international debut,Low Trending,696,124,314
scientists dig traces yrold cheese croatia,Highly Trending,630,0,426
commuters push tonne train rescue woman,Highly Trending,954,11,275
indias pluralism greatest strength president kovind,Low Trending,991,61,118
cong reach victims mindless violence rahul,Low Trending,897,84,291
family delhi man killed muslim lovers kin hosts iftar,Highly Trending,988,93,448
shouldnt pak dollar acts terror haley,Highly Trending,746,113,446
video woman throws eggs odisha cm naveen patnaik,Low Trending,996,49,126
plane flies shape giant heart valentines day,Low Trending,865,153,329
johns pic dostana used promote gay cruise mexico,Moderately Trending,429,187,364
music player winamp make comeback mobile app,Low Trending,895,37,233
pak pm imran khan thanks sidhu attending oathtaking,Moderately Trending,294,17,386
ryanair cancelling flights day staff leave,Moderately Trending,642,137,301
activists scale german embassy protest coal,Low Trending,990,174,251
years vasco da gama arrived india,Low Trending,801,199,46
exatletico madrid player breaks chinese teammates nose,Low Trending,995,124,229
croatian brewery ages beer adriatic sea,Moderately Trending,910,149,473
astronomers record heartlike rhythms black hole,Moderately Trending,472,63,106
tgana hospital turns away pregnant women saying doctors,Low Trending,965,127,245
school founder held raping girl students maharashtra,Highly Trending,884,96,453
uber suspends selfdriving car tests crash,Moderately Trending,656,173,335
russian man chops wifes hand asks divorce,Highly Trending,964,104,359
captain virat kohli transformed dhonis career ganguly,Highly Trending,959,47,417
plastic rice reports fake claims tamil nadu govt,Low Trending,998,18,136
bitcoin systemic issue globally sebi,Low Trending,938,109,308
revoke ban gaikwad wont let airlines fly sena,Moderately Trending,706,141,427
researchers hack atm discharge cash till,Highly Trending,704,29,214
significance chipko movement,Highly Trending,896,66,407
twitter compares yogi adityanath actor vin diesel,Highly Trending,737,141,396
universe actually exist cern scientists claim,Moderately Trending,532,99,379
congress leader ambika soni friday announced stepping partys general secretary incharge uttarakhand himachal pradesh citing poor health reason continue member parliament congress rajya sabha serve additional responsibilities states till new appointments,Low Trending,995,93,69
arjun rampal turns showstopper india couture week,Low Trending,958,57,152
jnpt indias port ranked worlds,Highly Trending,801,193,450
shiv sena mps mlas month salary kerala floods,Low Trending,812,168,236
steyn india tests playing st game months,Highly Trending,805,125,375
apples jony ive retakes design team management yrs,Highly Trending,608,41,369
nasa esa study feasibility bringing mars samples,Low Trending,946,130,96
russia orders diplomats leave country,Moderately Trending,473,115,78
targeted killings punjab isi conspiracy cm amarinder,Low Trending,664,102,155
billionaire sells property mn paid,Low Trending,978,164,146
walk shirtless london win world cup kohli,Moderately Trending,858,133,123
stop politicians commenting crime govt sc,Highly Trending,689,41,376
greatest favour rahul gandhi retire guha,Highly Trending,790,56,371
walked away projects pay disparity aishwarya,Highly Trending,830,127,430
claims responsibility police convoy attack egypt,Low Trending,969,115,312
really wanted lawyer says arnab goswami,Moderately Trending,480,169,377
oneplus smartphone emerged bestseller india amazon prime day sale amazon prime members offered oneplus smartphone additional cashback smartphone powered powerful processor qualcomm snapdragon comes upto gb ram proprietary dash charge technology oneplus,Highly Trending,940,169,417
mumbai airport staffer arrested molesting british woman,Moderately Trending,302,193,425
indigo launches gym police personnel nagaland,Low Trending,944,139,431
lalu yadavs son tej pratap marry aishwarya rai reports,Low Trending,938,88,75
exjk cm asks pm modi open route sharda peeth pok,Highly Trending,681,60,326
father meets daughter knew,Low Trending,901,169,233
women end wearing dress wedding,Highly Trending,626,16,286
harbhajan pays lakh treatment u teammate,Low Trending,854,160,230
dad missed priyanka birth anniversary,Low Trending,842,173,117
college students arrested ragging juniors bengaluru,Moderately Trending,924,163,467
india deploys troops china border amid standoff,Low Trending,976,18,163
macbooks hacked ransom using iphone feature,Low Trending,827,49,216
jacqueline starts shooting race allah duhai report,Highly Trending,689,136,473
nirav modi sold diamonds worth lakh crore,Highly Trending,776,111,226
raj school holds classes senior kids nonstop yrs,Low Trending,811,59,167
jadeja replaced anderson worlds test bowler,Highly Trending,814,14,392
delhi cabinet approves phaseiv delhi metro,Low Trending,854,187,361
west indies players make guard honour younis khan,Low Trending,906,108,179
shankar mahadevan performs prisoners pune jail,Low Trending,913,152,340
pubs bars near highways escape alcohol ban gurugram,Highly Trending,912,104,387
indian mens hockey team clinches series netherlands,Moderately Trending,750,112,148
came mumbai passionate desperate kriti,Moderately Trending,906,128,328
indiapakistan match reduced overs rain,Low Trending,836,11,177
south korea uncovers mn illegal cryptocurrency trade,Moderately Trending,685,97,142
laughable says mp cm rahuls bhopal remark,Highly Trending,761,166,397
abducted raped yearold wants return husband,Low Trending,755,186,344
japanese billionaire set st tourist moon,Low Trending,902,129,263
hotels details oil fat used food,Highly Trending,715,15,291
wont rajasthan cm candidate polls congress,Highly Trending,605,142,434
isro launch indias powerful game changer rocket,Moderately Trending,626,126,198
pathan indian cricketer failed dope test wada,Highly Trending,789,28,335
pak used jadhavs meeting family propaganda swaraj,Moderately Trending,680,134,302
pm speaks like actor speeches stomachs sonia,Low Trending,975,193,355
states account indias exports economic survey,Low Trending,969,74,188
bjp rss people attacked convoy gujarat rahul gandhi,Highly Trending,589,71,376
sri lankan cricketers father killed unidentified gunmen,Low Trending,870,141,294
aprilfeb fiscal deficit hits fullyear target,Highly Trending,801,50,397
expak pms interview shows govt isis puppet lawyer,Highly Trending,759,144,299
workload started disagree virat kohli,Highly Trending,860,17,460
disabled persons substantive equality hc,Moderately Trending,620,109,329
taking jibe ncp sp supremos sharad pawar mulayam singh yadav maharashtra cm devendra fadnavis said dream prime minister post let remain chief minister said asked students iitbombay wanted pm,Low Trending,863,129,299
rupee rises twoweek high dollar,Highly Trending,930,36,377
pics johar janhvi khushi sonams mehendi ceremony,Low Trending,962,90,54
barca liverpool express solidarity kerala flood victims,Low Trending,930,167,398
hdfc bank profit crore september quarter,Highly Trending,924,70,244
india threat govt promotes hatred rahul bahrain,Low Trending,891,98,193
cbse defends keeping history math board exams,Moderately Trending,718,198,449
gurugram rape victim shot dead withdrawing case,Moderately Trending,755,199,199
people missing educated pm like manmohan singh kejriwal,Low Trending,905,62,0
judi dench ali fazals victoria abdul hits theatres,Moderately Trending,429,148,450
trailer rishi pareshs patel ki punjabi shaadi,Highly Trending,881,191,440
lalu prasad yadav sentenced years fodder scam case,Highly Trending,570,14,387
arsenal win wengers th pl match man utd beat spurs,Low Trending,759,134,41
clarity replaced anarchy governance years pm modi,Low Trending,841,81,307
bumrah takes wkts post kohlis sa end day,Highly Trending,736,22,433
uber driver livestreams riders consent,Moderately Trending,453,115,406
starts farhan starring sky pink,Low Trending,982,122,70
submit tds face fine warns department,Low Trending,932,105,175
congress resolution rahuls elevation president,Moderately Trending,525,189,100
canada supports united india justin trudeau,Low Trending,909,2,129
shraddha criticised cultural appropriation ratnanis shoot,Highly Trending,955,101,478
mastermind iran twin terrorist attacks killed,Highly Trending,849,161,366
govinda thanks rishi showing concern jagga jasoos row,Highly Trending,774,176,485
jdu leader alleges threat life amit shah,Highly Trending,928,58,232
messi ronaldo score man bara real play draw,Highly Trending,698,117,479
telecom sector cut jobs year says rcom,Low Trending,979,194,386
modi government lost senses years congress,Highly Trending,729,14,313
shreyas talpade wife parents surrogacy,Highly Trending,794,40,291
separatist leader featured beti bachao beti padhao poster,Low Trending,804,170,247
tight security amritsar op blue star anniversary,Low Trending,810,87,173
sajid said sex dog gave cr aahana,Highly Trending,712,4,264
want like aamir khan saif ali khan,Highly Trending,842,22,401
smriti irani compares jon snow mihir virani,Highly Trending,782,50,458
rote hue aate hai sab hasta hua jo jayega sc euthanasia,Moderately Trending,752,76,345
retd army officer branded bangladesh immigrant police,Moderately Trending,474,174,402
chipbased atm card hacked rare case woman loses,Low Trending,701,135,138
scooters girls lakh jobs year bjps mp manifesto,Low Trending,941,113,220
average cricket fan years old icc,Moderately Trending,692,156,176
army plans cut lakh troops years report,Low Trending,907,42,192
need rafale boost iafs depleting strength iaf chief,Highly Trending,743,115,311
yrold indonesian girl jailed abortion rape brother,Low Trending,977,108,213
sleepless nights soldier martyred rajnath,Low Trending,754,65,128
augmented reality glasses help doctors surgery,Highly Trending,683,189,340
important listen people dont flatter kapil,Low Trending,885,185,399
spare drivers drive drunk customers home kolkata bars,Highly Trending,649,96,338
satellite images arctic lakes bubbling methane,Highly Trending,805,115,345
samsung beats intel worlds largest chipmaker,Highly Trending,841,15,216
woman publicly raped beheaded serving fish congo,Low Trending,698,138,343
taimur threat akshay jokes kareena kapoor,Low Trending,810,189,232
india fared pakistan odi cricket,Highly Trending,830,70,359
sad culture great country ripped trump,Highly Trending,804,19,239
hsbc pay mn settle currency rigging probe,Moderately Trending,990,177,441
firing didnt secs amarnath attack survivor,Highly Trending,726,37,484
football linesman left bloodied fan club issues apology,Low Trending,772,147,198
virat kohli asks rohit sharma share double ton handbook,Low Trending,811,76,186
japan firm wins cr appeal exranbaxy promoters,Moderately Trending,750,175,368
sara beautiful bundle energy kedarnath director,Low Trending,899,160,96
think replacing sidhuji kapil,Low Trending,854,162,168
aus watch harmanpreet t wc healy,Low Trending,997,92,269
boy kills self friends bully acting feminine,Highly Trending,742,37,393
maharashtra govt distribute cr drought relief,Highly Trending,754,108,397
researcher claims uber record users iphone screens,Low Trending,955,57,211
hang accused mla says unnao rape case survivor,Highly Trending,786,90,295
neetu kapoor shares pic ranbir rishi riddhima,Low Trending,898,105,194
woman blacked babys death gets yrs jail,Highly Trending,891,71,421
haryana folk singers body slit throat rohtak,Low Trending,902,142,39
given prime minister speaks amit shah,Highly Trending,877,6,214
missing people reunited families ukhand,Highly Trending,842,90,375
road safety marathon held jln stadium march,Low Trending,897,55,165
pietersen names sachin sehwag openers test xi,Low Trending,878,200,118
krushnas claim fame hes govindas nephew govindas wife,Moderately Trending,680,100,103
centre spent k cr ads april rti,Low Trending,957,162,146
couple kills man chops penis bengaluru,Highly Trending,962,49,437
global debt times size world economy study,Moderately Trending,997,127,406
ambani family earned cr dividend income yrs,Low Trending,875,149,261
free land gurukuls providing free education haryana cm,Highly Trending,798,10,337
british surfer breaks crushed ft wave,Low Trending,887,86,156
atletico kolkata renamed aamar tomar kolkata atk,Low Trending,989,135,199
yrold boy marries yrold fulfil ill mothers wish,Highly Trending,603,4,305
sc refuses defer ayodhya case lok sabha polls,Moderately Trending,429,152,303
use fords plants build cars volkswagen ceo,Highly Trending,848,45,382
amrapali sold flats sq ft took rest black money auditors,Low Trending,866,181,195
reckitt benckiser executives quit post weak performance,Highly Trending,793,4,472
homemakers make cr sales social media report,Low Trending,804,37,243
dera used printing press building mass castration cbi,Highly Trending,999,68,463
jacqueline daisys fight scene race sensuous salman,Low Trending,696,103,186
womens championship winning team declines trumps invite,Highly Trending,900,86,484
nepal fm radio airs samajwadi partys poll campaign,Highly Trending,832,182,331
white walker seals deal ashwin pujara,Low Trending,801,63,218
tripura partner bcci building capacity stadium,Moderately Trending,719,175,180
exmumbai model accuses muslim husband love jihad,Moderately Trending,534,105,300
sunil dutt shared bday wishes letter paresh day death,Moderately Trending,782,41,326
women fighter pilots commissioned december,Moderately Trending,913,169,496
trailer arjun parineetis namaste england released,Moderately Trending,691,199,285
want children reality shows sunidhi,Highly Trending,841,124,481
man throws wife terrace giving triple talaq,Moderately Trending,672,196,66
australia votes favour legalising samesex marriage,Low Trending,755,155,179
blue origins space launch tourists crew bezos,Highly Trending,901,66,429
police warns netflix users email phishing scam,Highly Trending,758,137,320
fdi air india means preferential treatment govt,Low Trending,867,127,138
indian monsoon normal year skymet,Low Trending,777,174,290
vijay mallya person named fugitive economic offender,Low Trending,929,45,146
spain threatens veto brexit deal gibraltar issue,Highly Trending,976,25,404
dept share firms tax info corporate ministry,Highly Trending,854,125,312
rps christian breached ipl rules wearing stokes jersey,Low Trending,907,69,162
eng spinner trolls gilchrist calls ears satellite dishes,Highly Trending,943,37,291
muslim clerics advise greet hug eid uladha,Moderately Trending,656,189,345
